FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid--91f2adb_18488613260_1241,NRS,North Stradbroke Island,NSI20100322,2010-03-22,2010-03-23 09:30:00,-27.345,153.562,18,57,NSI20100322_57,35.521,1,2088.36,1,2325.62,1,,9,0,1,6.9,1,,9,0.54,1,2.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1242,NRS,North Stradbroke Island,NSI20100322,2010-03-22,2010-03-23 09:15:00,-27.345,153.562,18,WC,NSI20100322_WC,,,,,,,,,,,,,,,,,,,0.4,0.5,0.8,1,46473,1,33988.5,1,1202.5,1,0,0.028,0,0,,,0.016,0,0.323,0.019,0.02,0,0.014,,0,0,0.009,0,0,0.343,0.02,0.019,0,0,0.064,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1243,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,0,NSI20100411_0,35.081,1,1971.3,1,2302.11,1,,9,0.26,1,0.1,1,,9,0.08,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1244,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,10,NSI20100411_10,35.098,1,1970.5,1,2299.53,1,,9,0,1,0,1,,9,0.06,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1245,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,20,NSI20100411_20,35.27,1,,9,,9,,9,0.03,1,0.2,1,,9,0.08,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1246,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,30,NSI20100411_30,35.466,1,2044.25,1,2325.64,1,,9,0,1,3.6,1,,9,0.33,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1247,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,40,NSI20100411_40,35.551,1,,9,,9,,9,0.03,1,5.1,1,,9,0.44,1,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1248,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,50,NSI20100411_50,35.548,1,2090.74,1,2332,1,,9,0,1,6.9,1,,9,0.55,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1249,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:50:00,-27.345,153.562,19,57,NSI20100411_57,35.506,1,2090.2,1,2332.17,1,,9,0.02,1,7.1,1,,9,0.56,1,2.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124a,NRS,North Stradbroke Island,NSI20100411,2010-04-11,2010-04-12 08:35:00,-27.345,153.562,19,WC,NSI20100411_WC,,,,,,,,,,,,,,,,,,,0.4,0.7,1.1,1,22570,1,19514.5,1,2473,1,0,0.01,0,0,,,0.025,0,0.203,0.025,0.026,0,0.012,,0,0,0.008,0.004,0,0.216,0.013,0.025,0,0,0.061,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124b,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,0,NSI20100520_0,35.177,1,1979.72,1,2304.78,1,,9,0.11,1,0.1,1,,9,0,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124c,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,10,NSI20100520_10,35.24,1,1983.48,1,2311.46,1,,9,0.11,1,0.3,1,,9,0.01,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124d,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,20,NSI20100520_20,35.245,1,,9,,9,,9,0.12,1,0.2,1,,9,0.01,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124e,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,30,NSI20100520_30,35.24,1,1982.52,1,2310.58,1,,9,0.17,1,0.2,1,,9,0.02,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_124f,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,40,NSI20100520_40,35.239,1,,9,,9,,9,0.11,1,0.2,1,,9,0,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1250,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,50,NSI20100520_50,35.244,1,1980.69,1,2309.66,1,,9,0.1,1,0,1,,9,0.01,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1251,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:36:00,-27.345,153.562,16,57,NSI20100520_57,35.228,1,1986.06,1,2310.94,1,,9,0.16,1,0.1,1,,9,0,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1252,NRS,North Stradbroke Island,NSI20100520,2010-05-20,2010-05-21 08:21:00,-27.345,153.562,16,WC,NSI20100520_WC,,,,,,,,,,,,,,,,,,,0.5,0.9,1.4,1,83858.5,1,47486.5,1,3701.5,1,0,0.016,0,0,,,0.019,0,0.292,0.023,0,0.024,0.012,,0,0,0.006,0,0,0.326,0.034,0.023,0,0,0.058,0,0.043,0,0,0,0,0.004,0,0,0,0,0.005,0,0,0,0.059,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1253,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,0,NSI20100618_0,35.517,1,2006.71,1,2328.13,1,,9,0.13,1,0.1,1,,9,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1254,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,10,NSI20100618_10,35.52,1,2008.35,1,2328.64,1,,9,0.11,1,0.1,1,,9,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1255,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,20,NSI20100618_20,35.518,1,,9,,9,,9,0.08,1,0,1,,9,0.01,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1256,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,30,NSI20100618_30,35.538,1,2013.71,1,2328.83,1,,9,0.13,1,0.2,1,,9,0.07,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1257,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,40,NSI20100618_40,35.498,1,,9,,9,,9,0.31,1,0.3,1,,9,0.06,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1258,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,50,NSI20100618_50,35.503,1,2020.49,1,2327.44,1,,9,0.29,1,0.4,1,,9,0.06,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1259,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:45:00,-27.345,153.562,12.5,57,NSI20100618_57,35.561,1,2022.48,1,2330.31,1,,9,0.3,1,0.4,1,,9,0.05,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125a,NRS,North Stradbroke Island,NSI20100618,2010-06-18,2010-06-18 12:30:00,-27.345,153.562,12.5,WC,NSI20100618_WC,,,,,,,,,,,,,,,,,,,0.4,0.7,1.1,1,24980,1,14054.5,1,2882.5,1,0.004,0.016,0,0.004,,,0.029,0,0.305,0.034,0,0,0.058,,0.288,0,0.021,0.005,0,0.316,0.011,0.034,0,0,0.165,0,0.063,0,0,0,0,0.004,0,0,0,0,0.007,0,0,0.001,0.026,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125b,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,0,NSI20100711_0,35.47,1,2000.23,1,2323.05,1,,9,0.14,1,0,1,,9,0.13,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125c,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,10,NSI20100711_10,35.45,1,2001.19,1,2322.45,1,,9,0.08,1,0,1,,9,0.14,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125d,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,20,NSI20100711_20,35.459,1,,9,,9,,9,0.11,1,0,1,,9,0.14,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125e,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,30,NSI20100711_30,35.458,1,2006.38,1,2323.66,1,,9,0.14,1,0.1,1,,9,0.15,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_125f,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,40,NSI20100711_40,35.501,1,,9,,9,,9,0.31,1,0.3,1,,9,0.19,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1260,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,50,NSI20100711_50,35.489,1,2020.93,1,2327.11,1,,9,0.35,1,0.5,1,,9,0.18,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1261,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 09:00:00,-27.345,153.562,18,57,NSI20100711_57,35.489,1,2022.92,1,2327.42,1,,9,0.45,1,0.7,1,,9,0.2,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1262,NRS,North Stradbroke Island,NSI20100711,2010-07-11,2010-07-12 08:45:00,-27.345,153.562,18,WC,NSI20100711_WC,,,,,,,,,,,,,,,,,,,0.5,0.7,1.1,1,7384,1,10949.5,1,1790,1,0,0.006,0,0,,,0.013,0,0.167,0.014,0,0,0.015,,0.066,0,0.007,0,0,0.167,0,0.014,0,0,0.057,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1263,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,0,NSI20100817_0,35.48,1,2004.61,1,2324.94,1,,9,0.19,1,0,1,,9,0.13,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1264,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,10,NSI20100817_10,35.49,1,2008.63,1,2324.99,1,,9,0.09,1,0,1,,9,0.13,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1265,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,20,NSI20100817_20,35.492,1,,9,,9,,9,0.02,1,0.1,1,,9,0.12,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1266,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,30,NSI20100817_30,35.483,1,2008.64,1,2327.03,1,,9,0.18,1,0.1,1,,9,0.15,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1267,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,40,NSI20100817_40,35.499,1,,9,,9,,9,0.4,1,1.8,1,,9,0.28,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1268,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,50,NSI20100817_50,35.599,1,2071.55,1,2329.88,1,,9,0.36,1,5.8,1,,9,0.53,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1269,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:40:00,-27.345,153.562,20,57,NSI20100817_57,35.538,1,2069.8,1,2330.57,1,,9,0.32,1,5.3,1,,9,0.51,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126a,NRS,North Stradbroke Island,NSI20100817,2010-08-17,2010-08-18 08:25:00,-27.345,153.562,20,WC,NSI20100817_WC,,,,,,,,,,,,,,,,,,,0.7,1.9,2.5,1,31804.5,1,55235.5,1,2803.5,1,0,0.013,0,0,,,0.022,0,0.215,0.012,0.003,0,0.028,,0.099,0,0.009,0.005,0,0.228,0.013,0.012,0,0,0.085,0,0.032,0,0,0,0,0.004,0,0,0,0,0.005,0,0,0,0.052,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126b,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,0,NSI20100916_0,35.486,1,2008.08,1,2323.55,1,,9,1.02,1,0.3,1,,9,0.23,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126c,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,10,NSI20100916_10,35.485,1,2006.81,1,2323.2,1,,9,0.12,1,0.2,1,,9,0.25,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126d,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,20,NSI20100916_20,35.488,1,,9,,9,,9,0.14,1,0.2,1,,9,0.24,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126e,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,30,NSI20100916_30,35.538,1,2006.69,2,2329.09,1,,9,0.22,1,6.6,1,,9,0.62,1,2.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_126f,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,40,NSI20100916_40,35.542,1,,9,,9,,9,0.11,1,7.8,1,,9,0.69,1,2.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1270,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,50,NSI20100916_50,35.492,1,2069.58,2,2323.69,1,,9,0.09,1,0.2,2,,9,0.23,1,0.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1271,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 13:00:00,-27.345,153.562,13.5,57,NSI20100916_57,35.505,1,2037.93,1,2325.31,1,,9,0.23,1,2.9,2,,9,0.41,1,1.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1272,NRS,North Stradbroke Island,NSI20100916,2010-09-16,2010-09-16 12:45:00,-27.345,153.562,13.5,WC,NSI20100916_WC,,,,,,,,,,,,,,,,,,,0.3,0.7,1,1,9644.5,1,14306.5,1,3192.5,1,0,0.01,0,0,,,0.025,0,0.319,0.033,0.073,0,0.036,,0,0,0.017,0.009,0,0.319,0,0.033,0,0,0.119,0,0.045,0,0,0,0,0.004,0,0,0,0,0.007,0,0,0,0.017,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1273,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,0,NSI20101018_0,35.367,1,2006.71,1,2315.05,1,,9,0.09,1,0.1,1,,9,0.22,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1274,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,10,NSI20101018_10,35.369,1,2007.57,1,2316.17,1,,9,0.06,1,0.2,1,,9,0.22,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1275,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,20,NSI20101018_20,35.41,1,,9,,9,,9,0.1,1,0.2,1,,9,0.24,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1276,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,30,NSI20101018_30,35.424,1,2012.53,1,2319.13,1,,9,0.35,1,0.2,1,,9,0.24,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1277,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,40,NSI20101018_40,35.47,1,,9,,9,,9,0.19,1,2.8,1,,9,0.41,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1278,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,50,NSI20101018_50,35.519,1,2073.59,1,2325.75,1,,9,0.12,1,7,1,,9,0.64,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_1279,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 09:15:00,-27.345,153.562,19,57,NSI20101018_57,35.528,1,2090.31,1,2326.59,1,,9,0.17,1,8.8,1,,9,0.74,1,2.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_127a,NRS,North Stradbroke Island,NSI20101018,2010-10-18,2010-10-18 10:00:00,-27.345,153.562,19,WC,NSI20101018_WC,,,,,,,,,,,,,,,,,,,,,,,26397,1,49649.5,1,3717,1,0,0.014,0,0,,,0.015,0,0.211,0.029,0.017,0,0.009,,0,0,0.006,0,0,0.225,0.014,0.029,0,0,0.038,0,0.029,0,0,0,0,0.002,0,0,0,0,0.005,0,0,0,0.06,2,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_127b,NRS,North Stradbroke Island,NSI20101115,2010-11-15,2010-11-16 09:45:00,-27.345,153.562,16,0,NSI20101115_0,35.305,1,1999.17,1,2311.58,1,,9,0.05,1,0,1,,9,0.03,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_127c,NRS,North Stradbroke Island,NSI20101115,2010-11-15,2010-11-16 09:45:00,-27.345,153.562,16,10,NSI20101115_10,35.287,1,1999.33,1,2309.86,1,,9,0.02,1,0,1,,9,0.03,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_127d,NRS,North Stradbroke Island,NSI20101115,2010-11-15,2010-11-16 09:45:00,-27.345,153.562,16,20,NSI20101115_20,35.331,1,,9,,9,,9,0.16,1,0,1,,9,0.02,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
combined_bgc_data.fid--91f2adb_18488613260_127e,NRS,North Stradbroke Island,NSI20101115,2010-11-15,2010-11-16 09:45:00,-27.345,153.562,16,30,NSI20101115_30,35.436,1,1999.08,1,2318.46,1,,9,0.1,1,0,1,,9,0.03,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (153.562 -27.345)
