Survey: in2022_v06
Deployment: 1
Start time: 14-Jul-2022 22:45:42
Bottom time: 14-Jul-2022 23:07:09
End time: 14-Jul-2022 23:26:42
Water depth: NaN
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-14 22:45:43,12.5,22.018,35.476,22.018,35.474,217.82,218.65,30.69,98.44,0.254599988,0.000170890,-0.105671433
2022-07-14 22:45:43,13.0,22.018,35.476,22.020,35.474,217.70,218.18,30.05,98.44,0.234758549,0.000188233,-0.119812801
2022-07-14 22:45:44,14.0,22.023,35.476,22.023,35.474,217.02,217.88,27.64,98.41,0.239535887,0.000190250,-0.128154391
2022-07-14 22:45:45,15.0,22.024,35.476,22.023,35.474,217.33,217.64,25.65,98.41,0.241094636,0.000195181,-0.071700950
2022-07-14 22:45:47,16.0,22.023,35.476,22.022,35.474,217.31,217.61,24.61,98.42,0.251440370,0.000196997,-0.094680377
2022-07-14 22:45:49,17.0,22.022,35.477,22.021,35.475,217.27,217.57,23.52,98.42,0.261814446,0.000199032,-0.109422503
2022-07-14 22:45:51,18.0,22.021,35.477,22.021,35.475,217.23,217.53,22.42,98.43,0.272188523,0.000201067,-0.124164628
2022-07-14 22:45:53,19.0,22.020,35.477,22.020,35.476,217.20,217.49,21.33,98.43,0.282562599,0.000203102,-0.138906753
2022-07-14 22:45:55,20.0,22.019,35.478,22.019,35.476,217.16,217.47,20.27,98.44,0.294167182,0.000205327,-0.180675927
2022-07-14 22:45:56,21.0,22.017,35.478,22.017,35.476,217.18,217.28,18.95,98.45,0.296204846,0.000206657,-0.081999099
2022-07-14 22:45:57,22.0,22.015,35.478,22.016,35.477,217.72,217.07,17.58,98.46,0.291233536,0.000207493,-0.108476279
2022-07-14 22:45:58,23.0,22.014,35.479,22.017,35.476,218.03,217.21,17.05,98.46,0.289014019,0.000201095,-0.094710410
2022-07-14 22:46:00,24.0,22.014,35.479,22.016,35.476,217.89,217.31,16.66,98.46,0.294871196,0.000200362,-0.093396477
2022-07-14 22:46:02,25.0,22.014,35.479,22.015,35.477,217.82,217.42,16.28,98.46,0.299510279,0.000198531,-0.092982538
2022-07-14 22:46:03,26.0,22.014,35.479,22.015,35.477,217.75,217.53,15.89,98.46,0.304149362,0.000196699,-0.092568600
2022-07-14 22:46:05,27.0,22.014,35.479,22.014,35.477,217.64,217.63,15.44,98.46,0.307725958,0.000195955,-0.091706701
2022-07-14 22:46:07,28.0,22.015,35.478,22.015,35.477,217.66,217.73,15.35,98.46,0.317006994,0.000188903,-0.091395902
2022-07-14 22:46:10,29.0,22.017,35.478,22.017,35.476,217.41,217.94,15.02,98.44,0.316432015,0.000188530,-0.083627425
2022-07-14 22:46:11,30.0,22.018,35.478,22.018,35.476,217.24,218.12,14.08,98.43,0.305900007,0.000193667,-0.075762058
2022-07-14 22:46:12,31.0,22.018,35.478,22.018,35.476,217.57,217.67,13.12,98.44,0.312262224,0.000196747,-0.085153321
2022-07-14 22:46:13,32.0,22.017,35.478,22.018,35.476,217.76,217.12,12.55,98.45,0.313199997,0.000199810,-0.086828624
2022-07-14 22:46:14,33.0,22.018,35.478,22.018,35.476,218.33,216.68,12.87,98.44,0.310784097,0.000203931,-0.077035645
2022-07-14 22:46:15,34.0,22.016,35.479,22.017,35.476,218.40,217.10,12.95,98.44,0.310764102,0.000199311,-0.080343480
2022-07-14 22:46:17,35.0,22.014,35.479,22.016,35.477,218.44,217.58,13.00,98.43,0.311562421,0.000193765,-0.084884492
2022-07-14 22:46:19,36.0,22.012,35.480,22.015,35.477,218.47,218.07,13.04,98.43,0.312371182,0.000188166,-0.090926084
2022-07-14 22:46:21,37.0,22.009,35.481,22.014,35.478,218.48,218.45,13.13,98.40,0.313191608,0.000184403,-0.093448335
2022-07-14 22:46:22,38.0,22.005,35.482,22.008,35.479,218.82,218.43,13.05,98.39,0.312765817,0.000192000,-0.075802864
2022-07-14 22:46:23,39.0,22.004,35.482,22.005,35.480,218.52,218.41,12.27,98.48,0.298599988,0.000193760,-0.098463431
2022-07-14 22:46:23,40.0,22.004,35.482,22.005,35.480,217.59,218.70,11.83,98.49,0.304689110,0.000206867,-0.090647613
2022-07-14 22:46:24,41.0,22.005,35.482,22.005,35.480,217.75,218.58,11.75,98.49,0.309259520,0.000210410,-0.096595879
2022-07-14 22:46:25,42.0,22.006,35.482,22.006,35.480,217.90,218.07,11.74,98.49,0.315218634,0.000211755,-0.104152728
2022-07-14 22:46:26,43.0,22.006,35.482,22.007,35.480,218.20,217.89,11.38,98.48,0.317244094,0.000210834,-0.110144975
2022-07-14 22:46:28,44.0,22.005,35.482,22.006,35.480,218.16,217.86,10.89,98.48,0.313465756,0.000207552,-0.104935935
2022-07-14 22:46:30,45.0,22.005,35.482,22.006,35.480,218.17,217.81,10.40,98.48,0.310329389,0.000204620,-0.096981603
2022-07-14 22:46:31,46.0,22.006,35.482,22.006,35.480,218.19,217.78,9.94,98.48,0.309365194,0.000199120,-0.089777773
2022-07-14 22:46:32,47.0,22.002,35.483,22.003,35.481,218.21,217.75,9.31,98.49,0.298599988,0.000206080,-0.073738250
2022-07-14 22:46:33,48.0,22.004,35.482,22.004,35.481,218.29,217.82,8.86,98.48,0.298599988,0.000203833,-0.079589517
2022-07-14 22:46:34,49.0,22.003,35.483,22.005,35.480,218.30,217.62,8.83,98.49,0.297607580,0.000201119,-0.093766348
2022-07-14 22:46:35,50.0,22.004,35.483,22.005,35.481,218.09,217.99,8.78,98.49,0.293634352,0.000202130,-0.088703943
2022-07-14 22:46:36,51.0,22.004,35.483,22.004,35.481,217.90,218.30,8.73,98.49,0.290069103,0.000202909,-0.086352221
2022-07-14 22:46:38,52.0,22.004,35.483,22.004,35.481,217.71,218.62,8.68,98.50,0.286231117,0.000204042,-0.085171563
2022-07-14 22:46:39,53.0,22.004,35.483,22.004,35.481,218.03,218.39,8.48,98.47,0.293523785,0.000202081,-0.123290183
2022-07-14 22:46:40,54.0,22.003,35.483,22.003,35.481,218.41,218.42,7.96,98.47,0.301596177,0.000208940,-0.110488100
2022-07-14 22:46:41,55.0,22.006,35.482,22.004,35.481,218.31,218.34,7.35,98.44,0.303589591,0.000201404,-0.088636696
2022-07-14 22:46:42,56.0,22.007,35.482,22.006,35.480,218.58,218.29,7.18,98.43,0.298599988,0.000213120,-0.095001362
2022-07-14 22:46:43,57.0,22.007,35.482,22.007,35.481,218.72,218.49,7.13,98.48,0.312901995,0.000209600,-0.066073594
2022-07-14 22:46:43,58.0,22.010,35.481,22.009,35.480,218.62,218.58,6.91,98.48,0.308275504,0.000203852,-0.106595529
2022-07-14 22:46:44,59.0,22.005,35.483,22.008,35.480,218.43,218.55,6.56,98.46,0.305900007,0.000200800,-0.087851242
2022-07-14 22:46:46,60.0,22.004,35.483,22.006,35.481,218.25,218.63,6.23,98.47,0.305448350,0.000200126,-0.102393241
2022-07-14 22:46:47,61.0,22.004,35.483,22.005,35.481,218.36,218.65,5.99,98.48,0.304790004,0.000199137,-0.101390884
2022-07-14 22:46:49,62.0,22.003,35.483,22.005,35.481,218.42,218.70,5.74,98.49,0.304200775,0.000198252,-0.106350790
2022-07-14 22:46:50,63.0,22.003,35.484,22.004,35.482,218.51,218.74,5.50,98.51,0.302579538,0.000195776,-0.106272453
2022-07-14 22:46:51,64.0,22.003,35.484,22.003,35.482,218.53,218.78,5.21,98.50,0.305900007,0.000200800,-0.126742779
2022-07-14 22:46:52,65.0,22.004,35.483,22.004,35.482,218.64,218.46,4.91,98.49,0.303278138,0.000200748,-0.124025434
