Survey: in2022_v06
Deployment: 8
Start time: 17-Jul-2022 17:11:10
Bottom time: 17-Jul-2022 17:18:36
End time: 17-Jul-2022 17:27:32
Water depth: 141.8635
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-17 17:11:11,4.3,22.437,35.367,22.437,35.366,216.84,216.52,2.09,98.40,0.417866044,0.000168232,-0.098101891
2022-07-17 17:11:14,5.0,22.438,35.367,22.438,35.366,216.95,216.68,2.13,98.43,0.423197130,0.000185313,-0.081374091
2022-07-17 17:11:18,6.0,22.438,35.367,22.437,35.366,216.91,216.78,1.80,98.43,0.406834806,0.000179863,-0.092331727
2022-07-17 17:11:22,7.0,22.438,35.367,22.437,35.366,216.85,216.94,1.62,98.43,0.390969186,0.000177714,-0.106328775
2022-07-17 17:11:26,8.0,22.438,35.366,22.436,35.366,216.84,216.99,1.44,98.42,0.379312948,0.000172287,-0.113908561
2022-07-17 17:11:28,9.0,22.438,35.367,22.437,35.366,216.40,216.47,1.22,98.42,0.386500001,0.000163271,-0.098860410
2022-07-17 17:11:30,10.0,22.438,35.367,22.438,35.366,216.32,216.48,1.02,98.39,0.381664322,0.000173053,-0.087999718
2022-07-17 17:11:31,11.0,22.438,35.367,22.439,35.366,216.17,216.93,0.90,98.45,0.385717192,0.000180836,-0.115916951
2022-07-17 17:11:33,12.0,22.439,35.367,22.439,35.366,215.91,216.96,0.74,98.44,0.386176919,0.000173123,-0.099347670
2022-07-17 17:11:34,13.0,22.439,35.366,22.439,35.366,216.25,216.43,0.68,98.40,0.377636025,0.000184186,-0.089694695
2022-07-17 17:11:35,14.0,22.440,35.367,22.439,35.366,216.21,216.71,0.65,98.40,0.374499711,0.000189396,-0.111430902
2022-07-17 17:11:37,15.0,22.441,35.366,22.441,35.366,216.75,216.98,0.52,98.40,0.381907504,0.000181239,-0.087996021
2022-07-17 17:11:39,16.0,22.441,35.367,22.441,35.366,216.96,217.22,0.48,98.39,0.386500001,0.000181497,-0.082427058
2022-07-17 17:11:40,17.0,22.440,35.367,22.441,35.366,216.72,217.48,0.36,98.43,0.395370981,0.000183210,-0.059242271
2022-07-17 17:11:41,18.0,22.441,35.367,22.441,35.366,216.00,217.52,0.34,98.40,0.401100010,0.000178970,-0.083782070
2022-07-17 17:11:42,19.0,22.441,35.367,22.441,35.366,216.11,217.63,0.29,98.44,0.387898724,0.000176579,-0.071040751
2022-07-17 17:11:44,20.0,22.441,35.367,22.441,35.366,216.45,217.58,0.26,98.43,0.382507713,0.000176835,-0.075734832
2022-07-17 17:11:46,21.0,22.442,35.366,22.442,35.366,216.81,217.53,0.21,98.43,0.376035603,0.000177029,-0.078764894
2022-07-17 17:11:47,22.0,22.442,35.366,22.442,35.366,217.03,217.65,0.17,98.41,0.376715868,0.000179737,-0.095344738
2022-07-17 17:11:48,23.0,22.442,35.367,22.442,35.366,216.83,217.14,0.14,98.44,0.379200011,0.000178826,-0.077931834
2022-07-17 17:11:49,24.0,22.442,35.367,22.442,35.366,217.03,217.06,0.13,98.42,0.373516552,0.000179040,-0.080505854
2022-07-17 17:11:50,25.0,22.442,35.367,22.442,35.366,216.73,217.48,0.11,98.39,0.375885517,0.000177669,-0.099011457
2022-07-17 17:11:51,26.0,22.442,35.367,22.442,35.366,216.39,217.59,0.10,98.41,0.379147041,0.000177260,-0.075550962
2022-07-17 17:11:53,27.0,22.442,35.367,22.442,35.366,216.21,217.48,0.08,98.41,0.376857362,0.000177425,-0.092648606
2022-07-17 17:11:55,28.0,22.442,35.367,22.442,35.367,216.18,217.61,0.07,98.43,0.374492148,0.000176975,-0.091867820
2022-07-17 17:11:56,29.0,22.442,35.367,22.442,35.367,216.01,217.64,0.04,98.43,0.374505190,0.000180547,-0.092165794
2022-07-17 17:11:57,30.0,22.442,35.367,22.442,35.366,215.56,217.62,0.04,98.40,0.379200011,0.000186125,-0.180913870
2022-07-17 17:11:58,31.0,22.442,35.367,22.442,35.366,216.09,217.71,0.03,98.40,0.379200011,0.000184007,-0.207837503
2022-07-17 17:11:59,32.0,22.442,35.367,22.443,35.366,216.54,217.77,0.02,98.42,0.374104559,0.000199735,-0.089740426
2022-07-17 17:12:01,33.0,22.442,35.367,22.443,35.367,216.46,217.50,0.02,98.42,0.372135682,0.000180071,-0.070333170
2022-07-17 17:12:03,34.0,22.442,35.367,22.443,35.367,216.61,217.28,0.01,98.44,0.386828110,0.000180134,-0.067712979
2022-07-17 17:12:04,35.0,22.442,35.367,22.442,35.367,216.81,217.15,0.00,98.45,0.384288099,0.000191877,-0.074677769
2022-07-17 17:12:05,36.0,22.442,35.367,22.442,35.367,216.61,217.31,0.00,98.40,0.381653585,0.000194797,-0.073723163
2022-07-17 17:12:06,37.0,22.442,35.367,22.442,35.367,216.33,217.52,0.00,98.42,0.384280887,0.000209549,-0.111969792
2022-07-17 17:12:08,38.0,22.442,35.367,22.442,35.367,216.34,217.52,0.00,98.44,0.375163377,0.000209087,-0.106284756
2022-07-17 17:12:09,39.0,22.442,35.367,22.443,35.367,215.85,217.10,0.00,98.44,0.371764846,0.000176130,-0.077846782
2022-07-17 17:12:11,40.0,22.442,35.368,22.442,35.367,215.14,217.39,0.00,98.46,0.380975082,0.000179280,-0.101537549
2022-07-17 17:12:12,41.0,22.442,35.368,22.442,35.367,215.64,217.11,0.00,98.43,0.374638752,0.000182832,-0.102213008
2022-07-17 17:12:13,42.0,22.443,35.368,22.443,35.367,215.65,217.23,0.00,98.44,0.376898195,0.000178672,-0.086860831
2022-07-17 17:12:14,43.0,22.442,35.368,22.443,35.367,215.48,217.49,0.00,98.45,0.383157365,0.000178141,-0.092788025
2022-07-17 17:12:15,44.0,22.442,35.368,22.442,35.367,216.24,217.36,0.00,98.40,0.371374087,0.000190520,-0.109937544
2022-07-17 17:12:16,45.0,22.443,35.368,22.443,35.368,216.11,217.48,0.00,98.44,0.361646475,0.000181135,-0.116902041
2022-07-17 17:12:17,46.0,22.442,35.368,22.443,35.368,216.39,217.36,0.00,98.35,0.357502320,0.000179018,-0.104465803
2022-07-17 17:12:18,47.0,22.441,35.368,22.442,35.368,216.41,217.31,0.00,98.27,0.379200011,0.000173188,-0.083670827
2022-07-17 17:12:21,48.0,22.438,35.369,22.439,35.369,215.99,217.23,0.00,98.37,0.376752028,0.000174667,-0.095286601
