Survey: in2022_v06
Deployment: 12
Start time: 18-Jul-2022 11:42:35
Bottom time: 18-Jul-2022 12:13:18
End time: 18-Jul-2022 13:09:56
Water depth: 1635.4
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-18 11:42:36,4.3,22.458,35.386,22.458,35.385,218.53,217.09,1.99,98.00,0.408770357,0.000154017,-0.090166670
2022-07-18 11:42:39,5.0,22.458,35.386,22.458,35.385,218.63,217.01,1.89,98.02,0.414135700,0.000164724,-0.087670955
2022-07-18 11:42:46,6.0,22.459,35.386,22.459,35.385,218.62,217.00,1.72,98.00,0.414021042,0.000165407,-0.088751825
2022-07-18 11:42:53,7.0,22.460,35.386,22.459,35.385,218.61,216.98,1.56,97.98,0.414166281,0.000166564,-0.090096314
2022-07-18 11:42:59,8.0,22.460,35.386,22.460,35.385,218.60,216.96,1.40,97.96,0.414311519,0.000167720,-0.091440803
2022-07-18 11:43:06,9.0,22.461,35.386,22.460,35.385,218.59,216.94,1.24,97.94,0.414456757,0.000168877,-0.092785292
2022-07-18 11:43:12,10.0,22.461,35.386,22.460,35.385,218.58,216.92,1.07,97.92,0.414601995,0.000170034,-0.094129781
2022-07-18 11:43:19,11.0,22.462,35.385,22.461,35.385,218.57,216.90,0.91,97.90,0.414747233,0.000171190,-0.095474270
2022-07-18 11:43:26,12.0,22.463,35.385,22.460,35.385,218.50,216.87,0.75,97.88,0.415050886,0.000170984,-0.093203116
2022-07-18 11:43:29,13.0,22.462,35.385,22.460,35.385,218.38,217.00,0.61,97.85,0.413407771,0.000167974,-0.085809700
2022-07-18 11:43:33,14.0,22.461,35.386,22.460,35.385,218.43,217.20,0.54,97.90,0.409918038,0.000168527,-0.092172647
2022-07-18 11:43:36,15.0,22.461,35.386,22.460,35.385,218.32,217.40,0.47,97.97,0.401972180,0.000168550,-0.102291932
2022-07-18 11:43:39,16.0,22.462,35.386,22.461,35.385,218.08,217.89,0.41,97.97,0.389835823,0.000174138,-0.085562244
2022-07-18 11:43:41,17.0,22.462,35.386,22.462,35.385,218.11,217.76,0.36,97.96,0.407299325,0.000179693,-0.086233426
2022-07-18 11:43:43,18.0,22.461,35.386,22.461,35.385,218.09,217.59,0.32,97.96,0.425609620,0.000181465,-0.097658297
2022-07-18 11:43:46,19.0,22.461,35.385,22.461,35.385,218.17,217.53,0.27,97.97,0.440352232,0.000185274,-0.103617421
2022-07-18 11:43:49,20.0,22.460,35.386,22.461,35.385,217.97,217.38,0.24,97.94,0.432573718,0.000174896,-0.102342767
2022-07-18 11:43:52,21.0,22.459,35.385,22.459,35.385,217.95,217.47,0.20,97.98,0.423265487,0.000169899,-0.100330548
2022-07-18 11:43:55,22.0,22.459,35.385,22.459,35.385,217.82,217.38,0.19,97.98,0.426771889,0.000168113,-0.081222489
2022-07-18 11:43:57,23.0,22.459,35.385,22.460,35.385,217.88,217.39,0.17,97.96,0.421324756,0.000168899,-0.094802940
2022-07-18 11:44:00,24.0,22.460,35.385,22.460,35.385,217.92,217.39,0.14,97.95,0.416064082,0.000169644,-0.107743972
2022-07-18 11:44:03,25.0,22.461,35.385,22.461,35.385,217.98,217.39,0.12,97.94,0.410658021,0.000170451,-0.121848081
2022-07-18 11:44:05,26.0,22.460,35.385,22.460,35.385,217.78,217.23,0.09,97.97,0.415928707,0.000164001,-0.118341526
2022-07-18 11:44:08,27.0,22.455,35.385,22.456,35.384,217.87,217.26,0.07,97.96,0.424469785,0.000163426,-0.113738228
2022-07-18 11:44:11,28.0,22.450,35.384,22.450,35.384,218.00,217.33,0.06,97.94,0.431126310,0.000163826,-0.100714808
2022-07-18 11:44:13,29.0,22.443,35.384,22.446,35.384,218.01,217.44,0.06,97.95,0.457181746,0.000165428,-0.106304779
2022-07-18 11:44:17,30.0,22.435,35.383,22.437,35.383,218.00,217.46,0.05,97.94,0.451967507,0.000166422,-0.108336910
2022-07-18 11:44:20,31.0,22.427,35.383,22.428,35.383,217.99,217.48,0.04,97.92,0.449414042,0.000167484,-0.107116834
2022-07-18 11:44:24,32.0,22.418,35.382,22.419,35.382,217.97,217.50,0.03,97.91,0.446860577,0.000168545,-0.105896759
2022-07-18 11:44:27,33.0,22.410,35.382,22.410,35.382,217.96,217.51,0.02,97.90,0.444307111,0.000169607,-0.104676684
2022-07-18 11:44:30,34.0,22.402,35.381,22.402,35.381,217.94,217.53,0.01,97.89,0.441753646,0.000170669,-0.103456609
2022-07-18 11:44:34,35.0,22.393,35.381,22.393,35.381,217.92,217.56,0.00,97.87,0.439211650,0.000171560,-0.099383048
