Survey: in2022_v06
Deployment: 7
Start time: 17-Jul-2022 16:00:46
Bottom time: 17-Jul-2022 16:08:34
End time: 17-Jul-2022 16:18:24
Water depth: 174.0388
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-17 16:00:47,4.3,22.370,35.357,22.370,35.356,218.66,217.52,2.35,98.24,0.415800005,0.000174410,-0.096950004
2022-07-17 16:00:49,5.0,22.371,35.357,22.371,35.356,218.55,217.70,2.26,98.19,0.406751570,0.000175226,-0.079136242
2022-07-17 16:00:52,6.0,22.372,35.356,22.371,35.356,218.51,217.89,1.93,98.20,0.409017636,0.000182085,-0.083826652
2022-07-17 16:00:55,7.0,22.373,35.356,22.372,35.356,218.47,218.08,1.58,98.21,0.410114145,0.000188447,-0.083825458
2022-07-17 16:00:58,8.0,22.374,35.356,22.373,35.356,218.41,218.27,1.23,98.22,0.410387119,0.000188785,-0.089599319
2022-07-17 16:01:01,9.0,22.377,35.356,22.377,35.356,218.36,218.42,1.08,98.23,0.400792056,0.000169924,-0.101436687
2022-07-17 16:01:04,10.0,22.379,35.357,22.380,35.356,218.53,218.12,0.97,98.22,0.401100010,0.000171414,-0.092846459
2022-07-17 16:01:07,11.0,22.384,35.356,22.384,35.356,218.42,217.83,0.82,98.22,0.401100010,0.000181371,-0.103067304
2022-07-17 16:01:08,12.0,22.386,35.356,22.386,35.356,218.77,218.24,0.68,98.21,0.420317110,0.000197662,-0.076398972
2022-07-17 16:01:10,13.0,22.386,35.356,22.386,35.356,218.57,218.08,0.60,98.21,0.410910728,0.000170782,-0.095678613
2022-07-17 16:01:11,14.0,22.387,35.357,22.387,35.356,218.06,217.87,0.53,98.21,0.414965844,0.000168996,-0.079979556
2022-07-17 16:01:12,15.0,22.387,35.357,22.387,35.356,218.36,217.67,0.44,98.18,0.422350468,0.000172199,-0.053721901
2022-07-17 16:01:13,16.0,22.387,35.356,22.387,35.356,218.05,217.69,0.43,98.21,0.433011073,0.000190525,-0.063736329
2022-07-17 16:01:14,17.0,22.387,35.356,22.387,35.356,217.35,217.44,0.33,98.17,0.434315815,0.000194567,-0.095666421
2022-07-17 16:01:15,18.0,22.387,35.356,22.387,35.356,217.84,217.45,0.27,98.19,0.427290445,0.000181254,-0.072174984
2022-07-17 16:01:16,19.0,22.387,35.356,22.388,35.356,217.60,217.82,0.25,98.18,0.420148776,0.000186939,-0.077669869
2022-07-17 16:01:17,20.0,22.388,35.357,22.388,35.356,217.51,218.18,0.24,98.23,0.409693089,0.000197646,-0.104648293
2022-07-17 16:01:18,21.0,22.387,35.356,22.388,35.356,217.85,218.48,0.17,98.22,0.412372520,0.000177866,-0.105695956
2022-07-17 16:01:19,22.0,22.388,35.356,22.388,35.356,217.64,218.24,0.16,98.19,0.408689614,0.000171539,-0.078987619
2022-07-17 16:01:21,23.0,22.389,35.357,22.388,35.356,217.21,218.23,0.13,98.22,0.395070867,0.000169130,-0.076169347
2022-07-17 16:01:22,24.0,22.389,35.357,22.389,35.356,217.25,218.71,0.11,98.23,0.400396813,0.000166165,-0.100870589
2022-07-17 16:01:23,25.0,22.388,35.357,22.389,35.356,217.29,218.50,0.09,98.18,0.415658533,0.000198089,-0.096822673
2022-07-17 16:01:23,26.0,22.389,35.357,22.389,35.356,217.34,218.25,0.09,98.23,0.423099995,0.000199011,-0.070896038
2022-07-17 16:01:24,27.0,22.389,35.357,22.389,35.356,217.12,218.12,0.06,98.23,0.423099995,0.000173885,-0.094730351
2022-07-17 16:01:25,28.0,22.389,35.357,22.389,35.356,217.00,218.37,0.05,98.23,0.414967339,0.000171977,-0.090571520
