Survey: in2022_v06
Deployment: 4
Start time: 15-Jul-2022 11:02:44
Bottom time: 15-Jul-2022 12:32:20
End time: 15-Jul-2022 14:28:32
Water depth: 4772.4897
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-15 11:02:44,6.3,21.056,35.556,21.056,35.556,224.15,220.63,1.58,98.04,0.471845001,0.000192798,-0.078635003
2022-07-15 11:02:45,7.0,21.056,35.556,21.055,35.557,223.71,219.63,1.52,98.06,0.477405856,0.000195563,-0.054011597
2022-07-15 11:02:47,8.0,21.056,35.556,21.053,35.557,223.69,218.94,1.48,98.07,0.489259133,0.000206511,-0.070704684
2022-07-15 11:02:50,9.0,21.054,35.556,21.052,35.557,223.67,219.16,1.26,98.08,0.486492820,0.000208199,-0.078034863
2022-07-15 11:02:54,10.0,21.052,35.556,21.051,35.557,223.67,219.50,1.12,98.08,0.480210581,0.000207078,-0.077035238
2022-07-15 11:02:57,11.0,21.050,35.556,21.049,35.557,223.66,219.83,0.99,98.08,0.473928342,0.000205958,-0.076035613
2022-07-15 11:03:01,12.0,21.049,35.556,21.048,35.557,223.66,220.17,0.85,98.08,0.467646102,0.000204837,-0.075035988
2022-07-15 11:03:05,13.0,21.047,35.557,21.046,35.557,223.66,220.51,0.72,98.09,0.461363863,0.000203717,-0.074036363
2022-07-15 11:03:08,14.0,21.045,35.557,21.045,35.557,223.65,220.85,0.59,98.09,0.455081624,0.000202596,-0.073036738
2022-07-15 11:03:12,15.0,21.043,35.557,21.043,35.557,223.62,221.23,0.45,98.09,0.447274205,0.000201072,-0.065254338
2022-07-15 11:03:15,16.0,21.042,35.557,21.043,35.557,223.17,221.60,0.39,98.06,0.449706488,0.000203101,-0.064673866
2022-07-15 11:03:17,17.0,21.047,35.557,21.046,35.557,223.38,220.85,0.37,97.99,0.449607431,0.000201909,-0.044607120
2022-07-15 11:03:20,18.0,21.052,35.556,21.050,35.557,223.41,220.72,0.31,98.00,0.461286615,0.000204005,-0.040573713
2022-07-15 11:03:22,19.0,21.052,35.556,21.051,35.557,223.43,220.97,0.26,98.04,0.465338555,0.000206502,-0.051906919
2022-07-15 11:03:25,20.0,21.051,35.556,21.051,35.557,223.48,221.19,0.23,98.04,0.462701917,0.000205197,-0.062838898
2022-07-15 11:03:28,21.0,21.051,35.556,21.051,35.557,223.53,221.41,0.20,98.04,0.459659883,0.000203625,-0.072666907
2022-07-15 11:03:30,22.0,21.049,35.556,21.050,35.557,223.58,221.35,0.17,98.05,0.462009896,0.000205778,-0.080959286
2022-07-15 11:03:32,23.0,21.052,35.556,21.049,35.557,223.67,221.04,0.14,98.07,0.462664023,0.000205154,-0.078537013
2022-07-15 11:03:35,24.0,21.051,35.556,21.050,35.557,223.59,221.16,0.12,98.07,0.462373786,0.000200068,-0.077393188
2022-07-15 11:03:38,25.0,21.051,35.556,21.051,35.557,223.51,221.28,0.10,98.07,0.461613243,0.000194844,-0.076490472
2022-07-15 11:03:41,26.0,21.050,35.556,21.052,35.557,223.44,221.39,0.08,98.07,0.460852699,0.000189619,-0.075587755
2022-07-15 11:03:44,27.0,21.049,35.557,21.052,35.557,223.38,221.43,0.06,98.06,0.456144153,0.000189372,-0.075843816
