Survey: in2022_v06
Deployment: 16
Start time: 20-Jul-2022 08:10:49
Bottom time: 20-Jul-2022 09:01:07
End time: 20-Jul-2022 10:24:13
Water depth: 2380.8899
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-20 08:10:49,8.5,21.883,35.451,21.882,35.450,222.16,220.74,1.33,97.81,0.510999978,0.000183210,-0.035900000
2022-07-20 08:10:50,9.0,21.882,35.451,21.883,35.451,221.59,220.41,0.97,97.79,0.510432168,0.000166254,-0.079719153
2022-07-20 08:10:51,10.0,21.883,35.451,21.883,35.451,221.28,220.22,0.95,97.80,0.514098302,0.000170560,-0.068298297
2022-07-20 08:10:54,11.0,21.882,35.452,21.881,35.452,220.88,219.96,0.89,97.77,0.521854831,0.000174738,-0.060268549
2022-07-20 08:10:58,12.0,21.882,35.452,21.881,35.452,221.03,220.03,0.79,97.77,0.521577749,0.000174914,-0.067010714
2022-07-20 08:11:02,13.0,21.881,35.452,21.881,35.452,221.16,220.11,0.72,97.76,0.521095669,0.000175102,-0.073956525
2022-07-20 08:11:06,14.0,21.881,35.452,21.880,35.452,221.29,220.19,0.64,97.76,0.520613589,0.000175290,-0.080902337
2022-07-20 08:11:10,15.0,21.881,35.452,21.880,35.452,221.42,220.26,0.56,97.76,0.520131510,0.000175479,-0.087848148
2022-07-20 08:11:14,16.0,21.880,35.452,21.880,35.452,221.54,220.34,0.48,97.75,0.519649430,0.000175667,-0.094793960
2022-07-20 08:11:18,17.0,21.880,35.452,21.879,35.452,221.67,220.42,0.40,97.75,0.519167350,0.000175855,-0.101739771
2022-07-20 08:11:22,18.0,21.880,35.452,21.879,35.452,221.80,220.50,0.32,97.74,0.518611805,0.000176044,-0.109138378
2022-07-20 08:11:25,19.0,21.877,35.453,21.879,35.452,221.88,220.61,0.27,97.76,0.531796207,0.000178813,-0.092923904
