Survey: in2022_v06
Deployment: 18
Start time: 24-Jul-2022 06:00:56
Bottom time: 24-Jul-2022 06:05:34
End time: 24-Jul-2022 06:12:59
Water depth: 84.05
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-24 06:00:57,8.0,21.151,NaN,21.152,35.383,234.04,224.70,105.31,97.02,0.485101188,0.000197571,-0.056939190
2022-07-24 06:00:59,9.0,21.152,NaN,21.152,35.383,234.07,224.79,88.68,97.10,0.473139301,0.000206899,-0.056015225
2022-07-24 06:01:03,10.0,21.152,NaN,21.152,35.383,234.03,224.76,78.45,97.12,0.476948882,0.000209443,-0.064246507
2022-07-24 06:01:08,11.0,21.150,NaN,21.150,35.383,233.67,225.04,69.90,97.13,0.474792134,0.000207382,-0.066200731
2022-07-24 06:01:13,12.0,21.149,NaN,21.149,35.383,233.32,225.31,61.40,97.13,0.473020301,0.000205352,-0.068478474
2022-07-24 06:01:18,13.0,21.147,NaN,21.147,35.383,232.97,225.58,52.90,97.13,0.471248468,0.000203322,-0.070756216
2022-07-24 06:01:23,14.0,21.145,NaN,21.146,35.383,232.62,225.85,44.40,97.13,0.469476635,0.000201292,-0.073033959
2022-07-24 06:01:28,15.0,21.145,NaN,21.145,35.383,232.16,225.96,37.18,97.11,0.459759408,0.000199514,-0.067084297
2022-07-24 06:01:32,16.0,21.145,NaN,21.146,35.383,231.22,225.34,36.16,97.16,0.455909501,0.000205486,-0.054876313
2022-07-24 06:01:36,17.0,21.146,NaN,21.146,35.383,230.86,225.41,32.91,97.10,0.456322738,0.000209848,-0.051445749
2022-07-24 06:01:39,18.0,21.146,NaN,21.147,35.383,230.68,225.53,29.38,97.02,0.455623121,0.000210677,-0.052105745
2022-07-24 06:01:43,19.0,21.147,NaN,21.147,35.383,230.51,225.63,26.06,96.96,0.455122767,0.000211165,-0.052270218
2022-07-24 06:01:47,20.0,21.147,NaN,21.148,35.383,230.31,225.62,24.46,96.99,0.458930051,0.000209028,-0.052206381
2022-07-24 06:01:51,21.0,21.148,NaN,21.148,35.383,230.11,225.61,23.22,97.03,0.464020288,0.000206319,-0.052039207
2022-07-24 06:01:55,22.0,21.149,NaN,21.149,35.383,229.89,225.59,21.97,97.08,0.469359457,0.000203710,-0.051715462
2022-07-24 06:01:58,23.0,21.149,NaN,21.149,35.383,229.60,225.39,19.86,97.13,0.466646101,0.000215540,-0.057980635
2022-07-24 06:02:00,24.0,21.150,NaN,21.150,35.383,229.31,225.36,18.25,97.13,0.459092991,0.000218883,-0.052201995
2022-07-24 06:02:03,25.0,21.150,NaN,21.150,35.383,229.02,225.35,16.59,97.14,0.451353034,0.000222707,-0.049872381
2022-07-24 06:02:05,26.0,21.149,NaN,21.149,35.383,228.92,225.16,15.50,97.13,0.451626857,0.000218558,-0.052990232
2022-07-24 06:02:10,27.0,21.136,NaN,21.138,35.384,228.67,225.19,14.75,97.12,0.463313886,0.000215442,-0.059065658
2022-07-24 06:02:15,28.0,21.122,NaN,21.126,35.385,228.40,225.27,14.00,97.11,0.473501147,0.000216431,-0.058684851
2022-07-24 06:02:19,29.0,21.107,NaN,21.114,35.386,228.13,225.36,13.26,97.10,0.483688409,0.000217420,-0.058304044
2022-07-24 06:02:24,30.0,21.092,NaN,21.102,35.387,227.87,225.44,12.52,97.09,0.493875671,0.000218410,-0.057923238
2022-07-24 06:02:29,31.0,21.077,NaN,21.090,35.389,227.60,225.52,11.78,97.08,0.504062933,0.000219399,-0.057542431
2022-07-24 06:02:34,32.0,21.063,NaN,21.077,35.390,227.33,225.60,11.03,97.07,0.514250194,0.000220388,-0.057161624
2022-07-24 06:02:38,33.0,21.048,NaN,21.065,35.391,227.07,225.69,10.29,97.06,0.524437456,0.000221378,-0.056780817
2022-07-24 06:02:43,34.0,21.034,35.392,21.055,35.392,226.79,225.77,9.53,97.06,0.533936032,0.000222258,-0.058541782
2022-07-24 06:02:46,35.0,20.996,35.396,21.009,35.396,226.56,225.83,9.16,96.97,0.552683463,0.000227380,-0.047283922
2022-07-24 06:02:47,36.0,20.924,35.401,20.962,35.400,226.11,225.26,8.60,96.89,0.557485896,0.000250670,-0.052036904
2022-07-24 06:02:49,37.0,20.799,35.414,20.923,35.402,226.27,225.16,7.66,96.79,0.578065326,0.000270391,-0.043582566
2022-07-24 06:02:51,38.0,20.715,35.422,20.820,35.409,226.15,225.00,7.05,96.65,0.605077421,0.000286949,-0.042205913
2022-07-24 06:02:54,39.0,20.634,35.428,20.688,35.422,225.87,224.79,6.53,96.51,0.627773372,0.000300391,-0.041547858
2022-07-24 06:02:56,40.0,20.561,35.432,20.570,35.432,225.64,224.47,6.03,96.39,0.646091287,0.000316012,-0.043580292
2022-07-24 06:02:58,41.0,20.538,35.434,20.543,35.435,225.53,223.62,5.53,96.30,0.657634418,0.000315270,-0.059104527
2022-07-24 06:02:59,42.0,20.534,35.435,20.558,35.434,224.43,223.38,5.00,96.50,0.653715411,0.000301145,-0.052133816
2022-07-24 06:03:02,43.0,20.532,35.436,20.548,35.434,224.00,223.21,4.61,96.56,0.674653334,0.000306936,-0.053670557
2022-07-24 06:03:04,44.0,20.531,35.436,20.539,35.435,223.56,223.04,4.21,96.61,0.695151952,0.000312622,-0.055173765
2022-07-24 06:03:06,45.0,20.529,35.436,20.531,35.435,223.17,222.83,3.83,96.65,0.688087668,0.000310305,-0.057537426
2022-07-24 06:03:08,46.0,20.526,35.436,20.528,35.436,222.99,222.43,3.44,96.70,0.616702930,0.000300260,-0.076102376
2022-07-24 06:03:10,47.0,20.525,35.436,20.529,35.436,222.66,222.47,3.05,96.70,0.641538417,0.000306054,-0.053488476
2022-07-24 06:03:12,48.0,20.523,35.436,20.527,35.436,222.74,222.64,2.83,96.75,0.639487071,0.000309671,-0.056237081
2022-07-24 06:03:15,49.0,20.522,35.436,20.524,35.436,222.81,222.82,2.63,96.82,0.636300144,0.000313256,-0.058994103
2022-07-24 06:03:17,50.0,20.520,35.437,20.523,35.436,223.01,222.56,2.46,96.90,0.614496306,0.000361956,-0.041812381
2022-07-24 06:03:18,51.0,20.518,35.437,20.521,35.437,223.21,222.43,2.23,96.88,0.584299982,0.000322938,-0.049045668
2022-07-24 06:03:21,52.0,20.517,35.437,20.520,35.437,222.23,221.83,1.96,96.92,0.572847222,0.000298414,-0.045994407
2022-07-24 06:03:23,53.0,20.517,35.438,20.520,35.437,222.66,221.80,1.79,96.98,0.576751160,0.000312177,-0.064875781
2022-07-24 06:03:26,54.0,20.515,35.438,20.516,35.438,223.03,222.15,1.70,96.93,0.589237022,0.000330955,-0.077614476
2022-07-24 06:03:27,55.0,20.514,35.438,20.514,35.439,222.59,221.82,1.59,96.87,0.584988773,0.000308941,-0.052300474
2022-07-24 06:03:29,56.0,20.512,35.439,20.513,35.439,221.82,221.35,1.47,96.85,0.542217631,0.000304771,-0.045552051
2022-07-24 06:03:31,57.0,20.510,35.439,20.511,35.439,221.67,221.22,1.37,96.85,0.521468376,0.000318758,-0.048712353
2022-07-24 06:03:33,58.0,20.508,35.439,20.509,35.439,221.56,221.16,1.27,96.86,0.509556094,0.000335188,-0.056973723
2022-07-24 06:03:36,59.0,20.505,35.439,20.507,35.439,221.45,221.09,1.17,96.87,0.497643812,0.000351617,-0.065235093
2022-07-24 06:03:38,60.0,20.503,35.439,20.504,35.440,221.34,221.03,1.07,96.87,0.485731531,0.000368047,-0.073496463
2022-07-24 06:03:40,61.0,20.501,35.440,20.503,35.440,221.18,220.95,0.97,96.87,0.473491331,0.000379689,-0.074981838
2022-07-24 06:03:43,62.0,20.500,35.439,20.504,35.439,221.48,221.04,0.87,96.71,0.457303204,0.000372679,-0.062135793
2022-07-24 06:03:45,63.0,20.499,35.439,20.501,35.439,221.73,221.16,0.81,96.75,0.446669818,0.000376500,-0.061927415
2022-07-24 06:03:48,64.0,20.498,35.439,20.498,35.439,221.94,221.24,0.75,96.78,0.432510560,0.000376275,-0.059002664
2022-07-24 06:03:50,65.0,20.497,35.439,20.498,35.439,221.13,220.85,0.70,96.81,0.425189879,0.000412246,-0.058741340
2022-07-24 06:03:52,66.0,20.497,35.439,20.498,35.439,221.14,220.63,0.64,96.79,0.404983256,0.000422700,-0.069661159
2022-07-24 06:03:55,67.0,20.496,35.439,20.497,35.438,221.53,220.74,0.58,96.72,0.393020510,0.000399469,-0.053265535
2022-07-24 06:03:58,68.0,20.495,35.439,20.497,35.438,221.90,220.69,0.53,96.71,0.390885639,0.000392877,-0.042172028
2022-07-24 06:04:01,69.0,20.495,35.439,20.495,35.438,221.26,220.58,0.49,96.76,0.407701125,0.000375555,-0.061155777
2022-07-24 06:04:04,70.0,20.494,35.439,20.495,35.438,221.48,220.91,0.45,96.72,0.396143464,0.000400278,-0.046273054
