Survey: in2022_v06
Deployment: 6
Start time: 17-Jul-2022 05:45:04
Bottom time: 17-Jul-2022 05:56:51
End time: 17-Jul-2022 06:13:23
Water depth: 4762.9004
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-17 05:45:05,7.2,21.867,35.516,21.867,35.516,217.22,218.22,31.18,97.54,0.404976321,0.000193211,-0.084097372
2022-07-17 05:45:07,8.0,21.866,35.516,21.866,35.516,217.62,217.64,29.41,97.56,0.392941680,0.000199754,-0.108447238
2022-07-17 05:45:15,9.0,21.865,35.516,21.866,35.516,217.76,217.57,27.76,97.38,0.393738306,0.000202177,-0.101659826
2022-07-17 05:45:25,10.0,21.864,35.515,21.865,35.516,217.72,217.60,26.39,97.40,0.395347201,0.000203270,-0.101224839
2022-07-17 05:45:35,11.0,21.864,35.515,21.865,35.516,217.67,217.64,25.02,97.42,0.396956095,0.000204363,-0.100789852
2022-07-17 05:45:45,12.0,21.863,35.515,21.864,35.516,217.63,217.67,23.65,97.44,0.398564989,0.000205456,-0.100354865
2022-07-17 05:45:55,13.0,21.862,35.515,21.863,35.516,217.59,217.71,22.28,97.46,0.400173883,0.000206549,-0.099919878
2022-07-17 05:46:05,14.0,21.861,35.515,21.863,35.515,217.55,217.74,20.91,97.48,0.401782777,0.000207642,-0.099484891
2022-07-17 05:46:16,15.0,21.861,35.515,21.862,35.515,217.50,217.78,19.54,97.51,0.403391671,0.000208735,-0.099049904
2022-07-17 05:46:26,16.0,21.860,35.515,21.861,35.515,217.46,217.82,18.17,97.53,0.405000566,0.000209828,-0.098614917
2022-07-17 05:46:36,17.0,21.859,35.515,21.860,35.515,217.42,217.85,16.80,97.55,0.406609460,0.000210922,-0.098179930
2022-07-17 05:46:46,18.0,21.858,35.515,21.860,35.515,217.38,217.89,15.43,97.57,0.408218354,0.000212015,-0.097744944
2022-07-17 05:46:56,19.0,21.858,35.514,21.859,35.515,217.34,217.92,14.06,97.59,0.409617098,0.000213167,-0.096126226
2022-07-17 05:47:04,20.0,21.855,35.514,21.856,35.515,217.29,217.92,12.88,97.60,0.414374205,0.000213655,-0.102067553
2022-07-17 05:47:05,21.0,21.854,35.514,21.854,35.515,217.56,217.48,12.13,97.59,0.422896676,0.000213746,-0.078578151
2022-07-17 05:47:07,22.0,21.854,35.514,21.854,35.515,217.98,217.13,11.54,97.59,0.424777230,0.000225239,-0.088546111
2022-07-17 05:47:09,23.0,21.853,35.514,21.853,35.515,217.56,217.31,11.12,97.59,0.428028543,0.000221318,-0.088196798
2022-07-17 05:47:11,24.0,21.852,35.514,21.852,35.515,217.12,217.58,10.71,97.60,0.431983623,0.000214075,-0.076533403
2022-07-17 05:47:12,25.0,21.851,35.514,21.852,35.515,217.64,217.56,10.12,97.60,0.443589397,0.000212172,-0.093728432
2022-07-17 05:47:14,26.0,21.850,35.514,21.852,35.514,217.46,217.68,9.87,97.60,0.435855983,0.000215161,-0.074067893
2022-07-17 05:47:15,27.0,21.851,35.514,21.852,35.515,217.30,217.50,9.72,97.60,0.439187319,0.000214769,-0.080423790
2022-07-17 05:47:17,28.0,21.851,35.514,21.852,35.515,217.16,217.29,9.57,97.60,0.443529631,0.000214577,-0.086898431
