Survey: in2022_v06
Deployment: 10
Start time: 18-Jul-2022 02:38:20
Bottom time: 18-Jul-2022 03:27:33
End time: 18-Jul-2022 04:48:27
Water depth: NaN
Pressure bin: 1
Max scans: 240000000000

DateTime,Pressure,"Primary Temperature","Primary Salinity","Secondary Temperature","Secondary Salinity","Primary SBE43 Oxygen","Secondary SBE43 Oxygen","PAR","Transmissometer","Fluorescence, WET Labs ECO-AFL/FL","Turbidity, WET Labs ECO BB","Wetlabs CDOM"
2022-07-18 02:38:21,8.4,21.427,35.555,21.428,35.554,221.16,221.29,NaN,97.60,0.216838633,0.000190210,-0.083075003
2022-07-18 02:38:23,9.0,21.420,35.554,21.422,35.554,221.09,221.07,NaN,97.59,0.221976301,0.000185719,-0.078614335
2022-07-18 02:38:26,10.0,21.403,35.554,21.418,35.554,221.17,221.40,NaN,97.57,0.240665958,0.000203536,-0.090778972
2022-07-18 02:38:29,11.0,21.395,35.554,21.410,35.554,220.89,221.33,NaN,97.55,0.255863413,0.000205196,-0.084055900
2022-07-18 02:38:32,12.0,21.389,35.554,21.402,35.553,220.59,221.21,NaN,97.53,0.269691992,0.000204745,-0.078802230
2022-07-18 02:38:35,13.0,21.383,35.554,21.392,35.553,220.85,221.34,NaN,97.52,0.280571660,0.000203838,-0.092060600
2022-07-18 02:38:37,14.0,21.377,35.553,21.383,35.553,221.31,221.63,262.78,97.50,0.298361990,0.000206350,-0.102839248
2022-07-18 02:38:39,15.0,21.370,35.554,21.375,35.553,221.31,221.70,245.88,97.44,0.313893721,0.000222865,-0.071949691
2022-07-18 02:38:41,16.0,21.368,35.554,21.376,35.553,221.46,221.75,223.70,97.44,0.340024605,0.000226529,-0.076926160
2022-07-18 02:38:43,17.0,21.366,35.554,21.370,35.553,220.97,221.64,196.49,97.43,0.358337179,0.000226947,-0.077954061
2022-07-18 02:38:45,18.0,21.363,35.553,21.365,35.553,220.73,221.45,181.80,97.42,0.376421533,0.000225089,-0.074481307
2022-07-18 02:38:47,19.0,21.363,35.553,21.364,35.553,221.02,221.61,185.90,97.44,0.382349046,0.000210156,-0.083156971
2022-07-18 02:38:49,20.0,21.362,35.554,21.364,35.553,221.27,221.94,159.70,97.43,0.391096958,0.000201838,-0.090748837
2022-07-18 02:38:51,21.0,21.361,35.554,21.362,35.553,220.75,221.68,154.72,97.46,0.415004615,0.000212845,-0.069700869
2022-07-18 02:38:53,22.0,21.359,35.554,21.361,35.553,220.82,221.50,147.68,97.44,0.443674525,0.000217870,-0.086799183
2022-07-18 02:38:55,23.0,21.359,35.554,21.361,35.553,221.06,221.67,145.74,97.43,0.455814653,0.000272586,-0.090119644
2022-07-18 02:38:57,24.0,21.358,35.554,21.359,35.553,220.84,221.76,133.14,97.41,0.472196619,0.000221790,-0.089480196
2022-07-18 02:38:59,25.0,21.357,35.554,21.358,35.553,220.61,221.75,118.94,97.42,0.483953615,0.000216211,-0.091479787
2022-07-18 02:39:01,26.0,21.356,35.554,21.358,35.553,220.94,221.25,110.14,97.44,0.521838236,0.000201134,-0.071163049
2022-07-18 02:39:03,27.0,21.356,35.554,21.357,35.553,220.85,221.39,102.01,97.42,0.513531146,0.000203083,-0.077067286
2022-07-18 02:39:05,28.0,21.355,35.554,21.356,35.553,220.83,221.57,96.20,97.40,0.517955042,0.000208422,-0.091216813
2022-07-18 02:39:06,29.0,21.354,35.554,21.356,35.553,220.78,221.59,90.72,97.40,0.530837964,0.000212013,-0.078061341
2022-07-18 02:39:08,30.0,21.351,35.554,21.354,35.553,221.12,221.14,82.46,97.42,0.555000007,0.000207116,-0.086777164
2022-07-18 02:39:10,31.0,21.350,35.554,21.353,35.553,221.01,220.97,78.30,97.42,0.564857285,0.000212065,-0.069598591
2022-07-18 02:39:13,32.0,21.349,35.555,21.351,35.554,220.74,221.17,76.47,97.41,0.589743481,0.000214010,-0.067462387
2022-07-18 02:39:17,33.0,21.347,35.555,21.349,35.554,220.56,221.24,71.60,97.40,0.603484708,0.000217403,-0.066208978
2022-07-18 02:39:21,34.0,21.345,35.556,21.347,35.555,220.38,221.31,66.73,97.40,0.617225935,0.000220796,-0.064955570
2022-07-18 02:39:25,35.0,21.344,35.556,21.345,35.555,220.21,221.37,61.86,97.39,0.630967161,0.000224189,-0.063702161
2022-07-18 02:39:28,36.0,21.342,35.557,21.343,35.556,220.03,221.44,56.97,97.39,0.644617701,0.000227560,-0.061924805
2022-07-18 02:39:32,37.0,21.340,35.557,21.340,35.556,219.80,221.41,52.65,97.40,0.659047593,0.000231035,-0.068427489
2022-07-18 02:39:33,38.0,21.338,35.558,21.338,35.557,219.66,221.08,48.80,97.48,0.691534993,0.000237214,-0.112118799
2022-07-18 02:39:34,39.0,21.334,35.558,21.335,35.558,219.84,220.78,46.46,97.51,0.672258324,0.000229409,-0.076500739
2022-07-18 02:39:35,40.0,21.330,35.559,21.331,35.559,219.98,220.77,46.46,97.45,0.677657991,0.000218683,-0.079362356
2022-07-18 02:39:36,41.0,21.324,35.560,21.326,35.559,220.22,220.50,43.16,97.47,0.682230597,0.000216024,-0.083340485
2022-07-18 02:39:37,42.0,21.321,35.561,21.322,35.560,219.73,220.43,39.71,97.55,0.685323443,0.000224453,-0.122587567
2022-07-18 02:39:38,43.0,21.313,35.562,21.315,35.562,219.69,220.24,36.98,97.63,0.665719787,0.000227190,-0.088110570
2022-07-18 02:39:39,44.0,21.304,35.563,21.306,35.563,219.48,220.09,34.96,97.65,0.678405931,0.000227190,-0.106685513
2022-07-18 02:39:40,45.0,21.291,35.565,21.294,35.564,219.48,220.14,34.75,97.68,0.664591660,0.000209818,-0.096813808
