nan nan
143.890374	-40.000000
143.892382	-39.997991
143.893262	-39.997991
143.894142	-39.997111
143.895903	-39.997111
143.897076	-39.995938
143.897076	-39.995058
143.895903	-39.993884
143.895023	-39.993591
143.892969	-39.991537
143.892969	-39.985084
143.892089	-39.984204
143.892089	-39.983323
143.892969	-39.982443
143.890329	-39.980097
143.890329	-39.977456
143.884755	-39.971589
143.884462	-39.970709
143.883288	-39.969536
143.880941	-39.969536
143.879475	-39.968362
143.879475	-39.967482
143.879181	-39.967189
143.877421	-39.967189
143.876248	-39.965722
143.876248	-39.963375
143.874488	-39.961615
143.874488	-39.961029
143.872141	-39.958388
143.872141	-39.957508
143.867447	-39.952815
143.866567	-39.952815
143.865687	-39.953695
143.865100	-39.953695
143.864514	-39.953401
143.864514	-39.951641
143.864220	-39.951348
143.862460	-39.951348
143.859527	-39.948414
143.859527	-39.947534
143.859233	-39.946948
143.856593	-39.949588
143.856300	-39.949294
143.856300	-39.947534
143.853366	-39.944601
143.851606	-39.944601
143.850726	-39.943721
143.850139	-39.944601
143.848966	-39.944601
143.848379	-39.945481
143.847792	-39.944894
143.848086	-39.942547
143.846326	-39.940787
143.846326	-39.939907
143.845739	-39.939614
143.844859	-39.939614
143.844566	-39.939320
143.845446	-39.938440
143.845446	-39.937560
143.843979	-39.936387
143.843392	-39.936387
143.841925	-39.934920
143.841925	-39.933453
143.843392	-39.931986
143.846619	-39.932280
143.847792	-39.930813
143.847792	-39.929933
143.850433	-39.927586
143.850433	-39.926706
143.850139	-39.926413
143.849259	-39.926413
143.848379	-39.925533
143.847499	-39.925533
143.846619	-39.926413
143.842512	-39.926413
143.840459	-39.924359
143.840459	-39.923479
143.839579	-39.922599
143.839579	-39.919959
143.839285	-39.919666
143.838405	-39.919666
143.837818	-39.919079
143.837818	-39.918492
143.836938	-39.917612
143.836938	-39.916732
143.837525	-39.916145
143.839285	-39.916145
143.842805	-39.912332
143.842805	-39.910865
143.842512	-39.910572
143.841632	-39.910572
143.841339	-39.909985
143.841339	-39.907638
143.839579	-39.905878
143.839579	-39.904998
143.840752	-39.903824
143.842512	-39.903824
143.844566	-39.901771
143.844566	-39.900891
143.845446	-39.900011
143.845446	-39.899131
143.846619	-39.897957
143.850139	-39.897957
143.850433	-39.897664
143.850433	-39.896784
143.848086	-39.894144
143.847792	-39.891797
143.848379	-39.891210
143.849846	-39.891210
143.850433	-39.890917
143.850433	-39.890037
143.849846	-39.889743
143.849259	-39.889743
143.848379	-39.888863
143.847499	-39.888863
143.846912	-39.888277
143.847206	-39.882410
143.848673	-39.880943
143.848673	-39.877423
143.850139	-39.876249
143.850726	-39.876249
143.851899	-39.875076
143.852193	-39.872435
143.854833	-39.869502
143.856593	-39.869502
143.857180	-39.869209
143.857180	-39.868329
143.858647	-39.866568
143.858647	-39.865982
143.858353	-39.865395
143.857473	-39.865395
143.856300	-39.864222
143.857473	-39.863048
143.861580	-39.863048
143.863047	-39.861581
143.863047	-39.860995
143.862167	-39.860115
143.862167	-39.859235
143.862460	-39.858648
143.863340	-39.858648
143.863634	-39.858354
143.863927	-39.857474
143.860700	-39.854541
143.860113	-39.854541
143.859233	-39.853661
143.857473	-39.853661
143.857180	-39.853367
143.856886	-39.852487
143.857473	-39.852194
143.858353	-39.852194
143.858647	-39.851607
143.858060	-39.850727
143.858353	-39.850434
143.861580	-39.850434
143.866274	-39.845740
143.866274	-39.844860
143.868621	-39.842513
143.868621	-39.841633
143.869501	-39.840753
143.869501	-39.833419
143.868621	-39.832539
143.868621	-39.830779
143.868034	-39.829899
143.867741	-39.829312
143.867154	-39.828432
143.867154	-39.826672
143.865100	-39.824619
143.863340	-39.824619
143.863047	-39.824325
143.864220	-39.822859
143.865100	-39.822859
143.866274	-39.821685
143.866274	-39.820805
143.865687	-39.820512
143.864220	-39.820512
143.863340	-39.819632
143.862460	-39.819632
143.861287	-39.818458
143.861287	-39.817578
143.862167	-39.816698
143.862167	-39.815818
143.864514	-39.813471
143.864514	-39.811711
143.863047	-39.809951
143.863047	-39.808191
143.865100	-39.806137
143.865687	-39.806137
143.867154	-39.804964
143.867154	-39.801737
143.866274	-39.800857
143.866274	-39.799977
143.865100	-39.798804
143.863340	-39.798804
143.862167	-39.797630
143.862167	-39.795870
143.863340	-39.794697
143.864220	-39.794697
143.864514	-39.794110
143.864514	-39.791763
143.863634	-39.790883
143.863927	-39.790003
143.861287	-39.787363
143.861287	-39.786776
143.860407	-39.785896
143.860407	-39.785016
143.859527	-39.784136
143.859527	-39.782376
143.858647	-39.781789
143.858647	-39.776802
143.856593	-39.774748
143.855713	-39.774455
143.852779	-39.771815
143.852779	-39.770935
143.853660	-39.770055
143.853660	-39.769175
143.852779	-39.768295
143.852779	-39.766535
143.852193	-39.765948
143.852193	-39.765068
143.851606	-39.764774
143.850726	-39.764481
143.850433	-39.764188
143.850433	-39.762428
143.851313	-39.761548
143.851313	-39.760961
143.852193	-39.760081
143.852193	-39.758321
143.851313	-39.757441
143.851313	-39.755094
143.852486	-39.753920
143.854833	-39.753627
143.855420	-39.753334
143.855420	-39.750987
143.854540	-39.750107
143.854540	-39.748347
143.855420	-39.747467
143.855420	-39.746586
143.854540	-39.746000
143.854540	-39.743360
143.853660	-39.742479
143.853660	-39.740133
143.854540	-39.739253
143.854540	-39.737492
143.852486	-39.735439
143.851606	-39.735439
143.850726	-39.734559
143.848379	-39.734559
143.847792	-39.734266
143.848673	-39.733386
143.848673	-39.731625
143.846326	-39.729279
143.846326	-39.727518
143.846912	-39.726638
143.847206	-39.725758
143.846326	-39.724878
143.846619	-39.724585
143.847499	-39.724585
143.848086	-39.724292
143.847792	-39.723411
143.847499	-39.722825
143.846619	-39.722825
143.846326	-39.722531
143.846326	-39.721651
143.847792	-39.719891
143.848086	-39.718424
143.846326	-39.716664
143.846326	-39.714904
143.847206	-39.714024
143.847206	-39.713437
143.847792	-39.712557
143.847792	-39.711677
143.850139	-39.709624
143.852486	-39.709624
143.853366	-39.710504
143.857473	-39.710504
143.858353	-39.711384
143.863340	-39.711384
143.864220	-39.710504
143.865687	-39.710504
143.866567	-39.709624
143.867447	-39.709624
143.868621	-39.708450
143.868621	-39.707570
143.870381	-39.705810
143.870381	-39.704930
143.873314	-39.701997
143.874194	-39.701997
143.875074	-39.701117
143.876541	-39.701117
143.877421	-39.700530
143.885048	-39.700530
143.886809	-39.698770
143.888275	-39.698770
143.889155	-39.697890
143.891796	-39.697890
143.892089	-39.698476
143.892089	-39.699063
143.891209	-39.699943
143.891209	-39.701703
143.891796	-39.701997
143.893849	-39.699943
143.893849	-39.697596
143.895903	-39.695543
143.896783	-39.695543
143.897956	-39.694076
143.897956	-39.693489
143.900010	-39.691142
143.901770	-39.691142
143.902650	-39.690556
143.903236	-39.690556
143.904116	-39.689676
143.904997	-39.689676
143.905877	-39.688796
143.906757	-39.688796
143.913797	-39.681755
143.913797	-39.680875
143.916144	-39.678235
143.916144	-39.677355
143.917904	-39.675888
143.917904	-39.675008
143.920544	-39.672661
143.920544	-39.671781
143.922891	-39.669141
143.922891	-39.668261
143.926118	-39.665034
143.926118	-39.664154
143.927878	-39.662394
143.927878	-39.661807
143.928758	-39.660927
143.928758	-39.660047
143.930225	-39.658287
143.930518	-39.657407
143.931105	-39.656527
143.931105	-39.655940
143.931985	-39.655060
143.931985	-39.653300
